campaign_id,date,channel,campaign_name,country,segment,impressions,clicks,conversions,spend,revenue,ctr,cac,roas,cvr,year,month,week,day_of_week
CAMP-00498,2025-10-17,display,Enhanced next generation productivity Display NE,Netherlands,vip,14963,15,0,1098.79,0.0,0.0010024727661565194,,0.0,0.0,2025,10,42,Friday
CAMP-04103,2025-03-26,email,Organized eco-centric benchmark Email SP,Spain,vip,26853,4660,213,608.71,20441.77,0.17353740736602988,2.857793427230047,33.582116278687714,0.04570815450643777,2025,3,13,Wednesday
CAMP-01145,2025-03-23,search,Inverse cohesive monitoring Search FR,France,new,32766,2108,16,2863.16,2118.51,0.06433498138314106,178.9475,0.7399202279998325,0.007590132827324478,2025,3,12,Sunday
CAMP-03735,2024-09-09,display,Versatile 24/7 core Display GE,Germany,vip,30178,59,1,1895.46,80.69,0.001955066604811452,1895.46,0.04257014128496513,0.01694915254237288,2024,9,37,Monday
CAMP-04238,2025-06-28,display,Cross-group real-time adapter Display NE,Netherlands,returning,31353,67,2,1321.59,164.89,0.002136956591075814,660.795,0.124766379890889,0.029850746268656716,2025,6,26,Saturday
CAMP-03244,2025-02-07,email,Pre-emptive 5thgeneration algorithm Email FR,France,new,7785,1499,23,1749.34,1868.39,0.19254977520873476,76.05826086956522,1.06805423759818,0.015343562374916611,2025,2,6,Friday
CAMP-01236,2024-11-09,email,Re-engineered uniform capability Email GE,Germany,vip,57618,12573,333,971.1,29420.22,0.218213058419244,2.9162162162162164,30.295767686129132,0.026485325697924122,2024,11,45,Saturday
CAMP-04569,2026-04-02,social,Centralized zero administration productivity Social GE,Germany,returning,7364,308,6,3372.7,820.78,0.04182509505703422,562.1166666666667,0.2433599193524476,0.01948051948051948,2026,4,14,Thursday
CAMP-04268,2025-11-03,search,Expanded directional info-mediaries Search FR,France,new,46999,3711,128,1659.52,18203.44,0.0789591267899317,12.965,10.96909949865021,0.034492050660199405,2025,11,45,Monday
CAMP-00625,2026-03-25,search,Proactive intangible projection Search SP,Spain,new,26084,3268,116,492.11,11333.21,0.12528753258702652,4.242327586206897,23.029830728902073,0.03549571603427173,2026,3,13,Wednesday
CAMP-01630,2024-10-11,social,User-centric directional project Social SP,Spain,new,16401,550,21,1487.7,1741.15,0.0335345405767941,70.84285714285714,1.1703636485850641,0.038181818181818185,2024,10,41,Friday
CAMP-00200,2026-01-04,email,Re-engineered responsive groupware Email IT,Italy,vip,6493,1151,38,696.15,4184.61,0.17726782689049747,18.31973684210526,6.011075199310493,0.03301476976542137,2026,1,1,Sunday
CAMP-03614,2024-05-22,search,Sharable executive access Search IT,Italy,returning,135236,9158,257,973.11,23489.35,0.06771865479606022,3.7864202334630352,24.138432448541273,0.028062895828783577,2024,5,21,Wednesday
CAMP-01989,2026-02-06,social,Vision-oriented content-based moratorium Social FR,France,vip,35811,1378,50,1715.77,5221.48,0.03847979671050795,34.3154,3.043228404739563,0.036284470246734396,2026,2,6,Friday
CAMP-02345,2024-11-18,email,Visionary multi-tasking solution Email FR,France,new,10767,1736,40,707.92,3834.35,0.16123339834680042,17.698,5.41636060571816,0.02304147465437788,2024,11,47,Monday
CAMP-03264,2024-07-17,display,Innovative encompassing analyzer Display SP,Spain,vip,64054,143,4,2671.99,348.68,0.002232491335435726,667.9975,0.130494500353669,0.027972027972027972,2024,7,29,Wednesday
CAMP-01906,2025-06-13,display,Managed client-server migration Display GE,Germany,returning,17315,52,1,3628.62,142.98,0.0030031764366156514,3628.62,0.03940340956065942,0.019230769230769232,2025,6,24,Friday
CAMP-00766,2026-03-15,display,Enterprise-wide optimizing pricing structure Display NE,Netherlands,vip,49170,109,2,1324.54,277.44,0.0022167988610941633,662.27,0.20946139791927765,0.01834862385321101,2026,3,11,Sunday
CAMP-00804,2024-10-08,email,Integrated value-added Graphic Interface Email GE,Germany,vip,9179,1521,29,1067.12,2944.59,0.16570432508987906,36.79724137931034,2.759380388334958,0.0190664036817883,2024,10,41,Tuesday
CAMP-01502,2024-12-09,search,Synergized multimedia Graphic Interface Search FR,France,new,40669,4886,189,706.18,22425.9,0.12014064766775677,3.736402116402116,31.756634285876128,0.03868194842406877,2024,12,50,Monday
CAMP-01771,2025-11-07,display,Synchronized bandwidth-monitored collaboration Display FR,France,vip,269509,465,22,936.46,2427.89,0.0017253598210078328,42.56636363636364,2.592625419131623,0.047311827956989246,2025,11,45,Friday
CAMP-00107,2025-01-24,social,Multi-lateral system-worthy benchmark Social NE,Netherlands,returning,8472,289,6,653.02,552.82,0.0341123701605288,108.83666666666666,0.8465590640409176,0.020761245674740483,2025,1,4,Friday
CAMP-02965,2026-03-11,email,Advanced actuating help-desk Email IT,Italy,returning,5074,339,15,1490.47,1412.81,0.06681119432400473,99.36466666666666,0.9478956302374418,0.04424778761061947,2026,3,11,Wednesday
CAMP-00839,2025-01-08,email,Optimized object-oriented concept Email NE,Netherlands,new,9298,1629,84,466.75,10076.93,0.17519896751989675,5.556547619047619,21.589566148901984,0.05156537753222836,2025,1,2,Wednesday
CAMP-03972,2025-01-03,display,Versatile hybrid migration Display GE,Germany,new,19240,62,1,716.08,149.59,0.0032224532224532226,716.08,0.2089012400849067,0.016129032258064516,2025,1,1,Friday
CAMP-00706,2026-02-06,social,Monitored non-volatile info-mediaries Social IT,Italy,vip,30999,1357,40,665.97,4964.26,0.04377560566469886,16.649250000000002,7.454179617700497,0.029476787030213707,2026,2,6,Friday
CAMP-04151,2025-12-23,search,Right-sized real-time instruction set Search FR,France,vip,83653,7888,246,786.19,28765.48,0.09429428711462828,3.19589430894309,36.58845826072577,0.03118661257606491,2025,12,52,Tuesday
CAMP-03180,2024-06-12,social,Robust systematic policy Social GE,Germany,vip,94749,3789,149,1696.76,14751.92,0.039989867966944245,11.38765100671141,8.694170065300927,0.03932435998944313,2024,6,24,Wednesday
CAMP-04777,2025-07-08,search,Re-contextualized methodical contingency Search GE,Germany,vip,199018,15347,420,1048.97,62237.49,0.0771136279130531,2.497547619047619,59.332001868499574,0.027366912100084708,2025,7,28,Tuesday
CAMP-00229,2026-04-09,search,Versatile regional help-desk Search NE,Netherlands,vip,38673,1239,48,1098.79,5367.93,0.03203785586843534,22.891458333333333,4.885310204861712,0.0387409200968523,2026,4,15,Thursday
CAMP-03337,2025-07-01,social,Visionary explicit protocol Social FR,France,returning,18624,756,17,1098.79,2399.28,0.04059278350515464,64.63470588235293,2.1835655584779623,0.022486772486772486,2025,7,27,Tuesday
CAMP-02269,2025-02-02,email,Reactive solution-oriented open system Email NE,Netherlands,new,41678,4437,208,938.39,18505.65,0.10645904314026584,4.511490384615384,19.72063854047891,0.04687852152355195,2025,2,5,Sunday
CAMP-03853,2026-05-10,social,Self-enabling optimizing help-desk Social SP,Spain,vip,3297,98,3,2426.62,399.37,0.029723991507430998,808.8733333333333,0.1645787144258269,0.030612244897959183,2026,5,19,Sunday
CAMP-00502,2025-06-24,email,Organic dynamic complexity Email SP,Spain,vip,4436,1020,37,1098.79,5203.19,0.22993688007213706,29.697027027027026,4.7353816470845205,0.03627450980392157,2025,6,26,Tuesday
CAMP-03353,2025-07-11,social,Implemented reciprocal complexity Social NE,Netherlands,returning,24168,817,19,673.56,1895.47,0.03380503144654088,35.45052631578947,2.8141071322525093,0.023255813953488372,2025,7,28,Friday
CAMP-04175,2025-11-14,search,Fully-configurable well-modulated function Search IT,Italy,returning,30174,3983,151,1434.91,14147.04,0.13200106051567576,9.50271523178808,9.859182805890265,0.037911122269646,2025,11,46,Friday
CAMP-01635,2024-11-09,search,Inverse logistical leverage Search GE,Germany,new,21578,1557,77,911.83,10873.58,0.07215682639725647,11.841948051948053,11.925007951043506,0.04945407835581246,2024,11,45,Saturday
CAMP-01481,2024-09-16,social,Optimized optimal encoding Social IT,Italy,vip,7228,167,4,1015.93,349.06,0.02310459324847814,253.9825,0.3435866644355418,0.023952095808383235,2024,9,38,Monday
CAMP-02116,2025-08-02,search,Persevering multimedia matrices Search FR,France,returning,55600,1154,26,2190.17,2405.25,0.020755395683453238,84.2373076923077,1.0982024226429912,0.022530329289428077,2025,8,31,Saturday
CAMP-04000,2024-06-12,search,Re-contextualized explicit benchmark Search NE,Netherlands,vip,94893,8871,351,696.56,38895.33,0.09348424014416237,1.9845014245014243,55.83916676237511,0.039567128846804196,2024,6,24,Wednesday
CAMP-00562,2024-11-10,social,Mandatory 3rdgeneration array Social SP,Spain,new,21862,916,25,1535.0,2923.44,0.041899185801847955,61.4,1.9045211726384366,0.027292576419213975,2024,11,45,Sunday
CAMP-04199,2025-07-14,email,Seamless bi-directional installation Email NE,Netherlands,vip,45219,10055,409,2566.37,47041.44,0.2223622813419138,6.274743276283618,18.329952423072278,0.04067628045748384,2025,7,29,Monday
CAMP-03698,2025-12-09,email,Re-engineered intangible capacity Email IT,Italy,new,4611,740,22,1340.36,2780.12,0.16048579483842984,60.92545454545454,2.074159181115521,0.02972972972972973,2025,12,50,Tuesday
CAMP-01745,2026-02-13,display,Innovative 3rdgeneration Local Area Network Display NE,Netherlands,new,31337,58,0,628.31,0.0,0.0018508472412802758,,0.0,0.0,2026,2,7,Friday
CAMP-00280,2025-12-06,display,Stand-alone solution-oriented process improvement Display FR,France,vip,36774,57,0,1895.92,0.0,0.0015500081579376734,,0.0,0.0,2025,12,49,Saturday
CAMP-02267,2026-05-05,display,Intuitive foreground adapter Display NE,Netherlands,new,34211,75,1,1098.79,114.33,0.002192277337698401,1098.79,0.10405081953785528,0.013333333333333334,2026,5,19,Tuesday
CAMP-00158,2025-07-19,display,Multi-channeled uniform neural-net Display GE,Germany,vip,27398,58,1,897.03,114.68,0.0021169428425432514,897.03,0.12784410777788927,0.017241379310344827,2025,7,29,Saturday
CAMP-00539,2024-12-09,social,Distributed empowering parallelism Social SP,Spain,returning,8736,371,15,816.36,1655.15,0.04246794871794872,54.424,2.0274756234994364,0.04043126684636118,2024,12,50,Monday
CAMP-04115,2025-05-18,email,Decentralized intermediate matrices Email SP,Spain,vip,24529,5073,157,1454.55,18350.84,0.20681642137877615,9.264649681528661,12.616163074490393,0.03094815690912675,2025,5,20,Sunday
CAMP-01651,2026-02-04,search,Exclusive 6thgeneration Local Area Network Search NE,Netherlands,vip,17588,1466,48,450.0,6407.35,0.08335228564930634,9.375,14.238555555555557,0.03274215552523874,2026,2,6,Wednesday
CAMP-03151,2025-10-03,social,Operative 3rdgeneration knowledge user Social IT,Italy,returning,20194,782,13,1704.26,1501.66,0.0387243735763098,131.09692307692308,0.8811214251346626,0.016624040920716114,2025,10,40,Friday
CAMP-00765,2024-07-23,search,Extended national migration Search IT,Italy,vip,58834,3505,192,1285.45,21554.47,0.05957439575755515,6.695052083333334,16.768034540433312,0.054778887303851644,2024,7,30,Tuesday
CAMP-01865,2024-12-07,search,Balanced dynamic process improvement Search NE,Netherlands,new,14323,1022,40,916.05,4216.76,0.07135376666899393,22.901249999999997,4.603198515364882,0.03913894324853229,2024,12,49,Saturday
CAMP-03486,2025-09-26,display,Down-sized intangible matrix Display FR,France,new,32741,128,4,552.87,485.32,0.003909471305091476,138.2175,0.8778193788774938,0.03125,2025,9,39,Friday
CAMP-00732,2025-12-12,display,Integrated asynchronous groupware Display IT,Italy,vip,41184,82,2,1098.79,215.44,0.001991064491064491,549.395,0.19607022269951493,0.024390243902439025,2025,12,50,Friday
CAMP-00085,2024-12-11,email,Grass-roots dedicated artificial intelligence Email FR,France,new,13408,2447,62,1593.53,6915.36,0.18250298329355608,25.70209677419355,4.339648453433572,0.025337147527584796,2024,12,50,Wednesday
CAMP-02581,2025-06-18,social,Re-contextualized 6thgeneration portal Social GE,Germany,returning,7755,287,9,965.23,1337.21,0.037008381689232754,107.24777777777778,1.3853796504460076,0.0313588850174216,2025,6,25,Wednesday
CAMP-03208,2024-09-05,search,Organic homogeneous intranet Search NE,Netherlands,vip,29081,2903,75,1098.79,9103.27,0.09982462776383205,14.650533333333334,8.284813294624087,0.02583534274888047,2024,9,36,Thursday
CAMP-02975,2025-04-22,social,Versatile contextually-based adapter Social FR,France,new,45904,1694,3,970.9,326.16,0.03690310212617637,323.6333333333333,0.3359357297352972,0.0017709563164108619,2025,4,17,Tuesday
CAMP-02697,2024-12-02,display,Decentralized exuding portal Display IT,Italy,new,25081,57,1,769.81,109.71,0.002272636657230573,769.81,0.14251568568867642,0.017543859649122806,2024,12,49,Monday
CAMP-01339,2025-05-20,display,Expanded human-resource encoding Display IT,Italy,new,12007,30,1,639.82,82.82,0.002498542516865162,639.82,0.12944265574692881,0.03333333333333333,2025,5,21,Tuesday
CAMP-03903,2026-04-28,display,Mandatory non-volatile moratorium Display SP,Spain,new,29657,37,1,737.89,93.47,0.0012475975317800183,737.89,0.12667199718115166,0.02702702702702703,2026,4,18,Tuesday
CAMP-00912,2025-02-20,search,Robust scalable concept Search GE,Germany,vip,26239,1710,61,1002.59,7486.31,0.06517016654598118,16.435901639344262,7.466970546285122,0.03567251461988304,2025,2,8,Thursday
CAMP-00030,2025-07-04,display,Assimilated explicit service-desk Display SP,Spain,new,108132,381,10,969.21,1428.05,0.0035234713128398623,96.921,1.473416493845503,0.026246719160104987,2025,7,27,Friday
CAMP-00678,2025-07-07,social,Team-oriented 24hour encoding Social SP,Spain,vip,21096,555,23,3105.4,1866.15,0.02630830489192264,135.01739130434783,0.6009370773491338,0.04144144144144144,2025,7,28,Monday
CAMP-04502,2025-10-21,search,Organic directional open system Search IT,Italy,returning,25733,2004,81,886.24,8622.89,0.07787665643337349,10.941234567901235,9.729745892760425,0.040419161676646706,2025,10,43,Tuesday
CAMP-03686,2025-12-16,email,Optimized multimedia data-warehouse Email FR,France,returning,10884,1693,45,1829.35,5554.74,0.15554943035648658,40.65222222222222,3.036455571651133,0.026580035440047254,2025,12,51,Tuesday
CAMP-03742,2024-09-17,email,Customizable homogeneous function Email FR,France,new,8246,1603,57,582.63,4952.31,0.19439728353140917,10.221578947368421,8.499922764018331,0.035558328134747345,2024,9,38,Tuesday
CAMP-01621,2026-03-31,search,Multi-layered value-added capability Search IT,Italy,vip,83453,4635,128,623.9,17837.83,0.05554024420931542,4.87421875,28.590847892290434,0.02761596548004315,2026,3,14,Tuesday
CAMP-00423,2026-03-20,email,Horizontal 6thgeneration budgetary management Email IT,Italy,vip,47115,11632,373,816.49,36156.84,0.24688528069616894,2.1889812332439678,44.28326127692929,0.032066712517193945,2026,3,12,Friday
CAMP-01666,2024-06-04,social,Realigned national open architecture Social GE,Germany,vip,20483,495,12,1065.44,972.16,0.02416638187765464,88.78666666666668,0.9124493167142212,0.024242424242424242,2024,6,23,Tuesday
CAMP-04990,2025-08-07,email,Enhanced next generation open system Email FR,France,returning,7362,1226,34,1098.79,5053.33,0.1665308340124966,32.317352941176466,4.598995258420627,0.02773246329526917,2025,8,32,Thursday
CAMP-02728,2026-04-06,email,Multi-channeled mission-critical help-desk Email GE,Germany,new,5617,1209,41,584.09,5865.4,0.21523945166458963,14.24609756097561,10.041945590576793,0.03391232423490488,2026,4,15,Monday
CAMP-03194,2026-01-28,social,Intuitive non-volatile circuit Social SP,Spain,returning,10250,516,17,653.2,2545.96,0.05034146341463415,38.42352941176471,3.897672994488671,0.03294573643410853,2026,1,5,Wednesday
CAMP-03969,2025-04-03,display,Persistent analyzing access Display FR,France,vip,41563,88,2,1348.52,233.1,0.0021172677621923344,674.26,0.1728561682437042,0.022727272727272728,2025,4,14,Thursday
CAMP-00169,2026-03-11,social,Stand-alone fault-tolerant definition Social IT,Italy,vip,14151,746,18,2554.49,2044.64,0.052717122464843474,141.9161111111111,0.8004102580162773,0.024128686327077747,2026,3,11,Wednesday
CAMP-03835,2025-10-28,email,Enhanced discrete encryption Email NE,Netherlands,vip,13909,2318,82,650.32,7450.04,0.1666546840175426,7.930731707317074,11.455960142698977,0.03537532355478861,2025,10,44,Tuesday
CAMP-03482,2025-06-07,display,Intuitive exuding architecture Display FR,France,new,35850,24,0,826.99,0.0,0.0006694560669456067,,0.0,0.0,2025,6,23,Saturday
CAMP-00228,2026-04-12,social,Horizontal bandwidth-monitored neural-net Social IT,Italy,new,13819,438,12,589.35,1744.46,0.03169549171430639,49.112500000000004,2.959972851446509,0.0273972602739726,2026,4,15,Sunday
CAMP-02655,2025-04-17,search,Function-based user-facing secured line Search IT,Italy,new,16628,1719,59,3130.29,5169.37,0.10337984123165744,53.0557627118644,1.6514029051621415,0.03432228039557882,2025,4,16,Thursday
CAMP-00487,2026-01-10,display,Progressive responsive definition Display NE,Netherlands,new,54205,110,3,737.9,390.88,0.0020293330873535653,245.96666666666667,0.5297194741834937,0.02727272727272727,2026,1,2,Saturday
CAMP-01695,2025-07-19,social,Up-sized impactful migration Social GE,Germany,returning,7073,334,4,1349.9,587.57,0.04722182949243602,337.475,0.4352692792058671,0.011976047904191617,2025,7,29,Saturday
CAMP-01201,2025-02-08,search,Cross-group neutral workforce Search FR,France,vip,39567,2862,103,1045.3,10013.66,0.07233300477670786,10.148543689320388,9.579699607768106,0.03598881900768693,2025,2,6,Saturday
CAMP-02686,2026-05-08,display,Programmable even-keeled projection Display FR,France,new,103963,267,8,2629.17,865.37,0.0025682213864547964,328.64625,0.32914189649204884,0.0299625468164794,2026,5,19,Friday
CAMP-03173,2026-01-07,social,Persistent well-modulated product Social GE,Germany,vip,8736,322,12,2081.23,1245.33,0.03685897435897436,173.43583333333333,0.598362506786852,0.037267080745341616,2026,1,2,Wednesday
CAMP-00024,2025-04-13,search,Horizontal local help-desk Search FR,France,vip,47660,3804,143,550.11,19063.81,0.07981535879143936,3.846923076923077,34.654541818908946,0.03759200841219769,2025,4,15,Sunday
CAMP-03085,2025-06-14,display,Face-to-face 5thgeneration alliance Display IT,Italy,new,42644,60,2,1336.87,282.38,0.0014069974674045587,668.435,0.21122472641318904,0.03333333333333333,2025,6,24,Saturday
CAMP-03131,2025-02-12,email,User-friendly intangible emulation Email IT,Italy,vip,40549,7382,263,817.88,38048.02,0.18205134528595032,3.109809885931559,46.52029637599647,0.03562720130046058,2025,2,7,Wednesday
CAMP-02537,2026-02-23,email,Sharable asymmetric open system Email NE,Netherlands,new,25854,5276,126,2443.21,14302.15,0.20406900286222635,19.390555555555554,5.853835732499458,0.023881728582259287,2026,2,9,Monday
CAMP-02898,2025-08-28,email,Reactive multimedia time-frame Email IT,Italy,returning,15589,2197,67,369.2,8986.89,0.14093270896144716,5.51044776119403,24.34152221018418,0.030496131087847066,2025,8,35,Thursday
CAMP-04841,2026-01-10,display,Business-focused maximized benchmark Display IT,Italy,returning,65968,134,2,577.12,204.25,0.0020312878971622604,288.56,0.353912531189354,0.014925373134328358,2026,1,2,Saturday
CAMP-02094,2025-02-19,search,Cross-platform zero tolerance extranet Search NE,Netherlands,vip,10390,784,29,1204.47,3838.62,0.07545717035611164,41.53344827586207,3.1869785050686192,0.036989795918367346,2025,2,8,Wednesday
CAMP-00240,2025-10-20,display,Multi-lateral actuating interface Display IT,Italy,vip,13063,13,0,2783.7,0.0,0.000995177218096915,,0.0,0.0,2025,10,43,Monday
CAMP-03572,2026-04-29,social,Expanded analyzing knowledgebase Social IT,Italy,returning,15410,696,33,1098.79,3632.78,0.045165476963011035,33.29666666666667,3.3061640531857774,0.04741379310344827,2026,4,18,Wednesday
CAMP-03766,2024-08-28,search,Reverse-engineered coherent instruction set Search FR,France,new,128097,12406,490,594.35,65380.43,0.09684848200972701,1.2129591836734694,110.00324724488937,0.03949701757214251,2024,8,35,Wednesday
CAMP-02017,2024-10-30,search,Face-to-face interactive open system Search NE,Netherlands,vip,26422,1235,49,688.58,6540.56,0.0467413519037166,14.05265306122449,9.498620349124284,0.03967611336032389,2024,10,44,Wednesday
CAMP-00298,2025-12-17,search,Ameliorated discrete emulation Search SP,Spain,vip,57731,4823,121,898.86,11352.58,0.08354263740451404,7.428595041322314,12.629975747057383,0.02508811942774207,2025,12,51,Wednesday
CAMP-00249,2026-05-08,search,Seamless value-added productivity Search GE,Germany,new,10153,919,27,1527.66,3683.33,0.09051511868413277,56.580000000000005,2.4110927824254085,0.029379760609358,2026,5,19,Friday
CAMP-02136,2025-03-06,display,Cross-platform next generation software Display NE,Netherlands,vip,27702,70,2,507.6,249.22,0.002526893365099993,253.8,0.49097714736012604,0.02857142857142857,2025,3,10,Thursday
CAMP-00374,2024-10-02,search,Realigned secondary Internet solution Search NE,Netherlands,vip,17756,1135,31,1101.16,2496.63,0.06392205451678305,35.52129032258065,2.2672726942497,0.027312775330396475,2024,10,40,Wednesday
CAMP-00882,2025-02-09,social,Business-focused user-facing database Social FR,France,vip,14841,937,40,760.53,3677.3,0.06313590728387575,19.01325,4.835180729228302,0.042689434364994665,2025,2,6,Sunday
CAMP-02308,2024-07-29,social,Ameliorated responsive budgetary management Social NE,Netherlands,new,9386,256,10,3112.8,884.52,0.027274664393777966,311.28000000000003,0.2841557440246723,0.0390625,2024,7,31,Monday
CAMP-03888,2025-05-07,display,Multi-channeled composite benchmark Display NE,Netherlands,new,54436,118,4,892.38,404.29,0.0021676831508560513,223.095,0.4530469082677783,0.03389830508474576,2025,5,19,Wednesday
